/home/hadleigh/deepfake_data/mod_clips/20_30/first/hadleigh_25_45_far_3_0.mp4,Too short. 
/home/hadleigh/deepfake_data/mod_clips/20_30/first/hadleigh_50_60_far_3_2.mp4,Too short. Empty. 
/home/hadleigh/deepfake_data/mod_clips/20_30/first/colman_50_60_far_0_1.mp4,Max hop exceeded. Too short. 
/home/hadleigh/deepfake_data/mod_clips/20_30/first/clementine_50_front_far_3_2.mp4,Too short. Empty. 
/home/hadleigh/deepfake_data/mod_clips/20_30/first/hadleigh_50_front_far_2_1.mp4,Too short. Empty. 
/home/hadleigh/deepfake_data/mod_clips/20_30/first/hadleigh_75_front_far_3_6.mp4,Too short. Empty. 
/home/hadleigh/deepfake_data/mod_clips/20_30/first/clementine_50_45_far_0_0.mp4,Max hop exceeded. 
/home/hadleigh/deepfake_data/mod_clips/20_30/first/clementine_50_front_far_3_1.mp4,Too short. Empty. 
/home/hadleigh/deepfake_data/mod_clips/20_30/first/clementine_25_front_far_3_7.mp4,Too short. Empty. 
/home/hadleigh/deepfake_data/mod_clips/20_30/first/hadleigh_50_45_far_3_6.mp4,Too short. 
/home/hadleigh/deepfake_data/mod_clips/20_30/first/qi_50_60_far_3_2.mp4,Too short. Empty. 
/home/hadleigh/deepfake_data/mod_clips/20_30/first/hadleigh_25_60_far_3_5.mp4,Too short. Empty. 
/home/hadleigh/deepfake_data/mod_clips/20_30/first/xiaofeng_25_60_far_3_5.mp4,Too short. Empty. 
/home/hadleigh/deepfake_data/mod_clips/20_30/first/xiaofeng_25_front_far_0_3.mp4,Too short. Empty. 
/home/hadleigh/deepfake_data/mod_clips/20_30/first/clementine_25_front_far_1_0.mp4,Too short. Empty. 
/home/hadleigh/deepfake_data/mod_clips/20_30/first/qijia_25_60_far_3_8.mp4,Max hop exceeded. 
/home/hadleigh/deepfake_data/mod_clips/20_30/first/qijia_50_60_far_3_1.mp4,Too short. Empty. 
/home/hadleigh/deepfake_data/mod_clips/20_30/first/colman_50_60_far_3_4.mp4,Max hop exceeded. Too short. 
/home/hadleigh/deepfake_data/mod_clips/20_30/first/qijia_50_60_far_0_0.mp4,Too short. Empty. 
/home/hadleigh/deepfake_data/mod_clips/20_30/first/xiaofeng_50_front_far_2_3.mp4,Too short. Empty. 
/home/hadleigh/deepfake_data/mod_clips/20_30/first/colman_50_60_far_2_0.mp4,Max hop exceeded. Too short. 
/home/hadleigh/deepfake_data/mod_clips/20_30/first/colman_50_front_far_3_4.mp4,Too short. Empty. 
/home/hadleigh/deepfake_data/mod_clips/20_30/first/xiaofeng_50_front_far_0_3.mp4,Too short. Empty. 
/home/hadleigh/deepfake_data/mod_clips/20_30/first/hadleigh_75_45_far_3_6.mp4,Too short. 
/home/hadleigh/deepfake_data/mod_clips/20_30/first/hadleigh_50_front_far_3_2.mp4,Too short. Empty. 
/home/hadleigh/deepfake_data/mod_clips/20_30/first/xiaofeng_50_60_far_3_2.mp4,Too short. Empty. 
/home/hadleigh/deepfake_data/mod_clips/20_30/first/qijia_25_60_far_3_4.mp4,Max hop exceeded. Too short. 
/home/hadleigh/deepfake_data/mod_clips/20_30/first/colman_50_60_far_0_0.mp4,Max hop exceeded. Too short. 
/home/hadleigh/deepfake_data/mod_clips/20_30/first/hadleigh_25_front_far_2_4.mp4,Too short. Empty. 
/home/hadleigh/deepfake_data/mod_clips/20_30/first/clementine_25_45_far_3_7.mp4,Max hop exceeded. 
/home/hadleigh/deepfake_data/mod_clips/20_30/first/qijia_50_front_far_1_0.mp4,Max hop exceeded. Too short. 
/home/hadleigh/deepfake_data/mod_clips/20_30/first/lisa_25_60_far_2_6.mp4,Too short. Empty. 
/home/hadleigh/deepfake_data/mod_clips/20_30/first/charlie_25_60_far_3_0.mp4,Max hop exceeded. 
/home/hadleigh/deepfake_data/mod_clips/20_30/first/xiaofeng_25_front_far_0_0.mp4,Too short. Empty. 
/home/hadleigh/deepfake_data/mod_clips/20_30/first/qijia_75_60_far_0_4.mp4,Too short. Empty. 
/home/hadleigh/deepfake_data/mod_clips/20_30/first/clementine_50_60_far_3_2.mp4,Too short. Empty. 
/home/hadleigh/deepfake_data/mod_clips/20_30/first/lisa_25_60_far_1_0.mp4,Too short. Empty. 
/home/hadleigh/deepfake_data/mod_clips/20_30/first/charlie_25_60_far_3_4.mp4,Too short. Empty. 
/home/hadleigh/deepfake_data/mod_clips/20_30/first/charlie_50_60_far_2_6.mp4,Too short. 
/home/hadleigh/deepfake_data/mod_clips/20_30/first/colman_50_front_far_3_2.mp4,Max hop exceeded. 
/home/hadleigh/deepfake_data/mod_clips/20_30/first/clementine_50_front_far_0_0.mp4,Too short. Empty. 
/home/hadleigh/deepfake_data/mod_clips/20_30/first/qijia_50_60_far_3_6.mp4,Max hop exceeded. Too short. 
/home/hadleigh/deepfake_data/mod_clips/20_30/first/charlie_25_45_far_1_0.mp4,Max hop exceeded. 
/home/hadleigh/deepfake_data/mod_clips/20_30/first/qi_25_front_far_2_5.mp4,Max hop exceeded. 
