fpr,tpr
0.0,0.0
0.0016638935108153079,0.0
0.004991680532445923,0.0
0.004991680532445923,0.0019083969465648854
0.008319467554076539,0.0019083969465648854
0.008319467554076539,0.003816793893129771
0.011647254575707155,0.003816793893129771
0.011647254575707155,0.0057251908396946565
0.013311148086522463,0.0057251908396946565
0.013311148086522463,0.013358778625954198
0.016638935108153077,0.013358778625954198
0.016638935108153077,0.01717557251908397
0.018302828618968387,0.01717557251908397
0.018302828618968387,0.02480916030534351
0.021630615640599003,0.02480916030534351
0.024958402662229616,0.02480916030534351
0.024958402662229616,0.02862595419847328
0.024958402662229616,0.03244274809160305
0.024958402662229616,0.03625954198473282
0.024958402662229616,0.04198473282442748
0.026622296173044926,0.04198473282442748
0.026622296173044926,0.04580152671755725
0.026622296173044926,0.04961832061068702
0.029950083194675542,0.04961832061068702
0.03161397670549085,0.04961832061068702
0.03161397670549085,0.05343511450381679
0.03494176372712146,0.05343511450381679
0.03494176372712146,0.061068702290076333
0.036605657237936774,0.061068702290076333
0.03993344425956739,0.061068702290076333
0.03993344425956739,0.0648854961832061
0.03993344425956739,0.06679389312977099
0.03993344425956739,0.07442748091603053
0.04658901830282862,0.07442748091603053
0.04658901830282862,0.07633587786259542
0.048252911813643926,0.07633587786259542
0.048252911813643926,0.07824427480916031
0.04991680532445923,0.07824427480916031
0.04991680532445923,0.08015267175572519
0.051580698835274545,0.08015267175572519
0.051580698835274545,0.08206106870229007
0.05490848585690516,0.08206106870229007
0.05490848585690516,0.08587786259541985
0.056572379367720464,0.08587786259541985
0.056572379367720464,0.08969465648854962
0.056572379367720464,0.0916030534351145
0.059900166389351084,0.0916030534351145
0.059900166389351084,0.09732824427480916
0.0632279534109817,0.09732824427480916
0.0632279534109817,0.10114503816793893
0.06655574043261231,0.10114503816793893
0.06655574043261231,0.10305343511450382
0.06988352745424292,0.10305343511450382
0.06988352745424292,0.1049618320610687
0.07154742096505824,0.1049618320610687
0.07487520798668885,0.1049618320610687
0.07820299500831947,0.1049618320610687
0.07820299500831947,0.10687022900763359
0.08153078202995008,0.10687022900763359
0.09151414309484193,0.10687022900763359
0.09151414309484193,0.11068702290076336
0.09151414309484193,0.11450381679389313
0.09484193011647254,0.11450381679389313
0.09484193011647254,0.11641221374045801
0.09983361064891846,0.11641221374045801
0.09983361064891846,0.12022900763358779
0.09983361064891846,0.12213740458015267
0.10316139767054909,0.12213740458015267
0.10316139767054909,0.12404580152671756
0.10815307820299501,0.12404580152671756
0.10815307820299501,0.12595419847328243
0.10815307820299501,0.1297709923664122
0.11480865224625623,0.1297709923664122
0.11480865224625623,0.1316793893129771
0.11813643926788686,0.1316793893129771
0.11813643926788686,0.13549618320610687
0.11980033277870217,0.13549618320610687
0.11980033277870217,0.13740458015267176
0.12312811980033278,0.13740458015267176
0.12312811980033278,0.1450381679389313
0.1281198003327787,0.1450381679389313
0.1314475873544093,0.1450381679389313
0.13810316139767054,0.1450381679389313
0.13810316139767054,0.14885496183206107
0.14309484193011648,0.14885496183206107
0.14309484193011648,0.15648854961832062
0.1447587354409318,0.15648854961832062
0.1480865224625624,0.15648854961832062
0.1497504159733777,0.15648854961832062
0.15307820299500832,0.15648854961832062
0.15474209650582363,0.15648854961832062
0.15474209650582363,0.15839694656488548
0.15474209650582363,0.16221374045801526
0.15806988352745424,0.16221374045801526
0.15806988352745424,0.16984732824427481
0.15806988352745424,0.1736641221374046
0.15806988352745424,0.17748091603053434
0.15973377703826955,0.17748091603053434
0.15973377703826955,0.17938931297709923
0.16306156405990016,0.17938931297709923
0.16472545757071547,0.17938931297709923
0.16472545757071547,0.183206106870229
0.1713810316139767,0.183206106870229
0.17470881863560733,0.183206106870229
0.17470881863560733,0.1851145038167939
0.17637271214642264,0.1851145038167939
0.17637271214642264,0.19274809160305342
0.17803660565723795,0.19274809160305342
0.17803660565723795,0.1946564885496183
0.17803660565723795,0.1984732824427481
0.17803660565723795,0.20229007633587787
0.17970049916805325,0.20229007633587787
0.17970049916805325,0.20419847328244276
0.18635607321131448,0.20419847328244276
0.18635607321131448,0.2099236641221374
0.18801996672212978,0.2099236641221374
0.18801996672212978,0.21183206106870228
0.19633943427620631,0.21183206106870228
0.19633943427620631,0.21374045801526717
0.19633943427620631,0.22137404580152673
0.19633943427620631,0.22709923664122136
0.19800332778702162,0.22709923664122136
0.19800332778702162,0.22900763358778625
0.19966722129783693,0.22900763358778625
0.19966722129783693,0.23091603053435114
0.20299500831946754,0.23091603053435114
0.20299500831946754,0.23282442748091603
0.20632279534109818,0.23282442748091603
0.20632279534109818,0.2366412213740458
0.2079866888519135,0.2366412213740458
0.2079866888519135,0.2385496183206107
0.2096505823627288,0.2385496183206107
0.2096505823627288,0.24236641221374045
0.2113144758735441,0.24236641221374045
0.2113144758735441,0.2480916030534351
0.2146422628951747,0.2480916030534351
0.2146422628951747,0.25
0.21630615640599002,0.25
0.21630615640599002,0.25190839694656486
0.21963394342762063,0.25190839694656486
0.21963394342762063,0.2538167938931298
0.22296173044925124,0.2538167938931298
0.22296173044925124,0.25763358778625955
0.22462562396006655,0.25763358778625955
0.22462562396006655,0.2595419847328244
0.22462562396006655,0.2633587786259542
0.22462562396006655,0.26717557251908397
0.22628951747088186,0.26717557251908397
0.22961730449251247,0.26717557251908397
0.22961730449251247,0.2729007633587786
0.23294509151414308,0.2729007633587786
0.23294509151414308,0.2786259541984733
0.23460898502495842,0.2786259541984733
0.23460898502495842,0.28053435114503816
0.23627287853577372,0.28053435114503816
0.23627287853577372,0.2824427480916031
0.23960066555740434,0.2824427480916031
0.23960066555740434,0.2862595419847328
0.24625623960066556,0.2862595419847328
0.24625623960066556,0.2919847328244275
0.24792013311148087,0.2919847328244275
0.2512479201331115,0.2919847328244275
0.2529118136439268,0.2919847328244275
0.2529118136439268,0.29961832061068705
0.2562396006655574,0.29961832061068705
0.2562396006655574,0.30343511450381677
0.2562396006655574,0.3053435114503817
0.2562396006655574,0.30916030534351147
0.2562396006655574,0.3110687022900763
0.2579034941763727,0.3110687022900763
0.2579034941763727,0.31297709923664124
0.2579034941763727,0.31679389312977096
0.2579034941763727,0.3187022900763359
0.259567387687188,0.3187022900763359
0.259567387687188,0.32251908396946566
0.2612312811980033,0.32251908396946566
0.26455906821963393,0.32251908396946566
0.26455906821963393,0.3244274809160305
0.26955074875207985,0.3244274809160305
0.26955074875207985,0.3301526717557252
0.27287853577371046,0.3301526717557252
0.27287853577371046,0.3320610687022901
0.27454242928452577,0.3320610687022901
0.27454242928452577,0.33396946564885494
0.27454242928452577,0.3377862595419847
0.27454242928452577,0.3416030534351145
0.27454242928452577,0.34541984732824427
0.2762063227953411,0.34541984732824427
0.2762063227953411,0.3473282442748092
0.2778702163061564,0.3473282442748092
0.2778702163061564,0.3549618320610687
0.2778702163061564,0.35877862595419846
0.2795341098169717,0.35877862595419846
0.28286189683860236,0.35877862595419846
0.28452579034941766,0.35877862595419846
0.28452579034941766,0.36259541984732824
0.28452579034941766,0.366412213740458
0.28452579034941766,0.3702290076335878
0.28452579034941766,0.37404580152671757
0.28452579034941766,0.37786259541984735
0.28452579034941766,0.3797709923664122
0.28452579034941766,0.383587786259542
0.28452579034941766,0.3893129770992366
0.2878535773710483,0.3893129770992366
0.2878535773710483,0.39122137404580154
0.2895174708818636,0.39122137404580154
0.2895174708818636,0.3988549618320611
0.2911813643926789,0.3988549618320611
0.2945091514143095,0.3988549618320611
